date,commodity,market,state,variety,min_price,max_price,modal_price,avg_price
2024-10-27,Cotton,Adilabad APMC,Telangana,Bt Cotton,6443,7413,6928,7114
2024-10-27,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4529,5211,4870,4708
2024-10-27,Groundnut,Rajkot Market,Gujarat,GG-20,5185,5965,5575,5440
2024-10-27,Maize,Nizamabad APMC,Telangana,DHM-117,1825,2099,1962,1988
2024-10-27,Turmeric,Nizamabad Market,Telangana,Rajapuri,7134,8208,7671,7846
2024-10-27,Chilli,Guntur APMC,Andhra Pradesh,S-334,7765,8934,8350,8579
2024-10-27,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2143,2465,2304,2197
2024-10-27,Tomato,Kolar Market,Karnataka,Hybrid,1666,1917,1792,1883
2024-10-27,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1413,1626,1519,1465
2024-10-27,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5350,6156,5753,5859
2024-10-28,Wheat,Azadpur Mandi,Delhi,HD-2967,2306,2653,2479,2510
2024-10-28,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3123,3593,3358,3347
2024-10-28,Cotton,Adilabad APMC,Telangana,Bt Cotton,6913,7953,7433,7112
2024-10-28,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4285,4930,4608,4706
2024-10-28,Groundnut,Rajkot Market,Gujarat,GG-20,5061,5823,5442,5438
2024-10-28,Maize,Nizamabad APMC,Telangana,DHM-117,1759,2024,1891,1987
2024-10-28,Turmeric,Nizamabad Market,Telangana,Rajapuri,7223,8310,7766,7844
2024-10-28,Chilli,Guntur APMC,Andhra Pradesh,S-334,8161,9389,8775,8576
2024-10-28,Onion,Lasalgaon Market,Maharashtra,Nasik Red,1975,2273,2124,2196
2024-10-28,Tomato,Kolar Market,Karnataka,Hybrid,1679,1932,1806,1883
2024-10-28,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1322,1521,1422,1464
2024-10-28,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5577,6417,5997,5857
2024-10-29,Wheat,Azadpur Mandi,Delhi,HD-2967,2340,2692,2516,2509
2024-10-29,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3130,3602,3366,3346
2024-10-29,Cotton,Adilabad APMC,Telangana,Bt Cotton,6857,7889,7373,7110
2024-10-29,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4466,5138,4802,4705
2024-10-29,Groundnut,Rajkot Market,Gujarat,GG-20,5059,5821,5440,5437
2024-10-29,Maize,Nizamabad APMC,Telangana,DHM-117,1887,2171,2029,1987
2024-10-29,Turmeric,Nizamabad Market,Telangana,Rajapuri,7162,8240,7701,7842
2024-10-29,Chilli,Guntur APMC,Andhra Pradesh,S-334,7809,8984,8397,8573
2024-10-29,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2049,2358,2204,2196
2024-10-29,Tomato,Kolar Market,Karnataka,Hybrid,1770,2037,1904,1882
2024-10-29,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1365,1570,1468,1464
2024-10-29,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5531,6364,5947,5855
2024-10-30,Wheat,Azadpur Mandi,Delhi,HD-2967,2346,2699,2523,2508
2024-10-30,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3102,3569,3336,3345
2024-10-30,Cotton,Adilabad APMC,Telangana,Bt Cotton,6874,7908,7391,7107
2024-10-30,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4391,5052,4721,4703
2024-10-30,Groundnut,Rajkot Market,Gujarat,GG-20,4993,5745,5369,5435
2024-10-30,Maize,Nizamabad APMC,Telangana,DHM-117,1860,2140,2000,1986
2024-10-30,Turmeric,Nizamabad Market,Telangana,Rajapuri,7648,8800,8224,7839
2024-10-30,Chilli,Guntur APMC,Andhra Pradesh,S-334,8094,9313,8703,8571
2024-10-30,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2097,2412,2254,2195
2024-10-30,Tomato,Kolar Market,Karnataka,Hybrid,1682,1935,1808,1881
2024-10-30,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1334,1535,1434,1463
2024-10-30,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5511,6341,5926,5853
2024-10-31,Wheat,Azadpur Mandi,Delhi,HD-2967,2354,2708,2531,2508
2024-10-31,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3183,3662,3423,3344
2024-10-31,Cotton,Adilabad APMC,Telangana,Bt Cotton,6852,7884,7368,7105
2024-10-31,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4547,5231,4889,4702
2024-10-31,Groundnut,Rajkot Market,Gujarat,GG-20,5141,5914,5527,5433
2024-10-31,Maize,Nizamabad APMC,Telangana,DHM-117,1906,2193,2050,1985
2024-10-31,Turmeric,Nizamabad Market,Telangana,Rajapuri,7178,8258,7718,7837
2024-10-31,Chilli,Guntur APMC,Andhra Pradesh,S-334,7678,8834,8256,8568
2024-10-31,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2122,2442,2282,2194
2024-10-31,Tomato,Kolar Market,Karnataka,Hybrid,1809,2082,1945,1881
2024-10-31,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1333,1534,1434,1463
2024-10-31,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5648,6498,6073,5851
2024-11-01,Wheat,Azadpur Mandi,Delhi,HD-2967,2243,2580,2411,2507
2024-11-01,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3189,3669,3429,3343
2024-11-01,Cotton,Adilabad APMC,Telangana,Bt Cotton,6822,7849,7336,7103
2024-11-01,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4516,5196,4856,4700
2024-11-01,Groundnut,Rajkot Market,Gujarat,GG-20,5136,5910,5523,5432
2024-11-01,Maize,Nizamabad APMC,Telangana,DHM-117,1763,2029,1896,1985
2024-11-01,Turmeric,Nizamabad Market,Telangana,Rajapuri,7119,8191,7655,7834
2024-11-01,Chilli,Guntur APMC,Andhra Pradesh,S-334,7749,8915,8332,8565
2024-11-01,Onion,Lasalgaon Market,Maharashtra,Nasik Red,1998,2299,2149,2194
2024-11-01,Tomato,Kolar Market,Karnataka,Hybrid,1697,1952,1824,1880
2024-11-01,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1408,1620,1514,1462
2024-11-01,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5235,6023,5629,5849
2024-11-02,Wheat,Azadpur Mandi,Delhi,HD-2967,2232,2568,2400,2506
2024-11-02,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3172,3649,3411,3342
2024-11-02,Cotton,Adilabad APMC,Telangana,Bt Cotton,6320,7271,6795,7101
2024-11-02,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4425,5092,4758,4699
2024-11-02,Groundnut,Rajkot Market,Gujarat,GG-20,5040,5799,5420,5430
2024-11-02,Maize,Nizamabad APMC,Telangana,DHM-117,1825,2100,1962,1984
2024-11-02,Turmeric,Nizamabad Market,Telangana,Rajapuri,6991,8043,7517,7832
2024-11-02,Chilli,Guntur APMC,Andhra Pradesh,S-334,8101,9320,8710,8563
2024-11-02,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2022,2327,2175,2193
2024-11-02,Tomato,Kolar Market,Karnataka,Hybrid,1676,1928,1802,1880
2024-11-02,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1424,1638,1531,1462
2024-11-02,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5318,6119,5719,5848
2024-11-03,Wheat,Azadpur Mandi,Delhi,HD-2967,2431,2797,2614,2505
2024-11-03,Rice,Guntur Market,Andhra Pradesh,BPT-5204,2952,3396,3174,3340
2024-11-03,Cotton,Adilabad APMC,Telangana,Bt Cotton,6914,7955,7435,7098
2024-11-03,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4540,5224,4882,4698
2024-11-03,Groundnut,Rajkot Market,Gujarat,GG-20,5238,6026,5632,5428
2024-11-03,Maize,Nizamabad APMC,Telangana,DHM-117,1772,2039,1905,1983
2024-11-03,Turmeric,Nizamabad Market,Telangana,Rajapuri,7507,8637,8072,7829
2024-11-03,Chilli,Guntur APMC,Andhra Pradesh,S-334,7740,8905,8322,8560
2024-11-03,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2091,2406,2249,2192
2024-11-03,Tomato,Kolar Market,Karnataka,Hybrid,1808,2080,1944,1879
2024-11-03,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1331,1532,1431,1461
2024-11-03,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5670,6524,6097,5846
2024-11-04,Wheat,Azadpur Mandi,Delhi,HD-2967,2329,2680,2505,2505
2024-11-04,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3175,3653,3414,3339
2024-11-04,Cotton,Adilabad APMC,Telangana,Bt Cotton,6517,7499,7008,7096
2024-11-04,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4179,4808,4494,4696
2024-11-04,Groundnut,Rajkot Market,Gujarat,GG-20,5279,6073,5676,5427
2024-11-04,Maize,Nizamabad APMC,Telangana,DHM-117,1805,2077,1941,1983
2024-11-04,Turmeric,Nizamabad Market,Telangana,Rajapuri,7323,8426,7875,7827
2024-11-04,Chilli,Guntur APMC,Andhra Pradesh,S-334,7904,9094,8499,8557
2024-11-04,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2067,2378,2223,2191
2024-11-04,Tomato,Kolar Market,Karnataka,Hybrid,1712,1969,1841,1878
2024-11-04,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1361,1566,1463,1461
2024-11-04,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5612,6457,6034,5844
2024-11-05,Wheat,Azadpur Mandi,Delhi,HD-2967,2410,2773,2591,2504
2024-11-05,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3253,3742,3497,3338
2024-11-05,Cotton,Adilabad APMC,Telangana,Bt Cotton,6471,7445,6958,7094
2024-11-05,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4258,4899,4578,4695
2024-11-05,Groundnut,Rajkot Market,Gujarat,GG-20,5105,5874,5490,5425
2024-11-05,Maize,Nizamabad APMC,Telangana,DHM-117,1883,2167,2025,1982
2024-11-05,Turmeric,Nizamabad Market,Telangana,Rajapuri,7431,8550,7991,7824
2024-11-05,Chilli,Guntur APMC,Andhra Pradesh,S-334,7718,8880,8299,8555
2024-11-05,Onion,Lasalgaon Market,Maharashtra,Nasik Red,1992,2292,2142,2191
2024-11-05,Tomato,Kolar Market,Karnataka,Hybrid,1674,1926,1800,1878
2024-11-05,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1317,1515,1416,1461
2024-11-05,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5431,6248,5839,5842
2024-11-06,Wheat,Azadpur Mandi,Delhi,HD-2967,2410,2772,2591,2503
2024-11-06,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3252,3742,3497,3337
2024-11-06,Cotton,Adilabad APMC,Telangana,Bt Cotton,6534,7517,7026,7092
2024-11-06,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4217,4852,4535,4693
2024-11-06,Groundnut,Rajkot Market,Gujarat,GG-20,5129,5901,5515,5423
2024-11-06,Maize,Nizamabad APMC,Telangana,DHM-117,1866,2147,2007,1982
2024-11-06,Turmeric,Nizamabad Market,Telangana,Rajapuri,6939,7983,7461,7822
2024-11-06,Chilli,Guntur APMC,Andhra Pradesh,S-334,7661,8814,8237,8552
2024-11-06,Onion,Lasalgaon Market,Maharashtra,Nasik Red,1983,2281,2132,2190
2024-11-06,Tomato,Kolar Market,Karnataka,Hybrid,1717,1976,1847,1877
2024-11-06,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1347,1550,1449,1460
2024-11-06,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5284,6080,5682,5840
2024-11-07,Wheat,Azadpur Mandi,Delhi,HD-2967,2363,2718,2540,2502
2024-11-07,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3210,3693,3452,3336
2024-11-07,Cotton,Adilabad APMC,Telangana,Bt Cotton,6634,7633,7134,7090
2024-11-07,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4496,5173,4835,4692
2024-11-07,Groundnut,Rajkot Market,Gujarat,GG-20,5145,5919,5532,5421
2024-11-07,Maize,Nizamabad APMC,Telangana,DHM-117,1778,2046,1912,1981
2024-11-07,Turmeric,Nizamabad Market,Telangana,Rajapuri,7620,8767,8194,7819
2024-11-07,Chilli,Guntur APMC,Andhra Pradesh,S-334,8053,9265,8659,8549
2024-11-07,Onion,Lasalgaon Market,Maharashtra,Nasik Red,1974,2272,2123,2189
2024-11-07,Tomato,Kolar Market,Karnataka,Hybrid,1700,1956,1828,1877
2024-11-07,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1306,1502,1404,1460
2024-11-07,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5331,6134,5732,5838
2024-11-08,Wheat,Azadpur Mandi,Delhi,HD-2967,2441,2809,2625,2501
2024-11-08,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3133,3604,3368,3335
2024-11-08,Cotton,Adilabad APMC,Telangana,Bt Cotton,6423,7389,6906,7087
2024-11-08,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4465,5137,4801,4690
2024-11-08,Groundnut,Rajkot Market,Gujarat,GG-20,5019,5775,5397,5420
2024-11-08,Maize,Nizamabad APMC,Telangana,DHM-117,1897,2182,2039,1980
2024-11-08,Turmeric,Nizamabad Market,Telangana,Rajapuri,7245,8336,7791,7817
2024-11-08,Chilli,Guntur APMC,Andhra Pradesh,S-334,7938,9134,8536,8546
2024-11-08,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2101,2418,2260,2189
2024-11-08,Tomato,Kolar Market,Karnataka,Hybrid,1724,1984,1854,1876
2024-11-08,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1314,1512,1413,1459
2024-11-08,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5607,6451,6029,5837
2024-11-09,Wheat,Azadpur Mandi,Delhi,HD-2967,2257,2597,2427,2501
2024-11-09,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3243,3731,3487,3334
2024-11-09,Cotton,Adilabad APMC,Telangana,Bt Cotton,6811,7836,7323,7085
2024-11-09,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4534,5217,4876,4689
2024-11-09,Groundnut,Rajkot Market,Gujarat,GG-20,4971,5719,5345,5418
2024-11-09,Maize,Nizamabad APMC,Telangana,DHM-117,1922,2212,2067,1980
2024-11-09,Turmeric,Nizamabad Market,Telangana,Rajapuri,7261,8354,7807,7814
2024-11-09,Chilli,Guntur APMC,Andhra Pradesh,S-334,7754,8922,8338,8544
2024-11-09,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2126,2446,2286,2188
2024-11-09,Tomato,Kolar Market,Karnataka,Hybrid,1665,1915,1790,1875
2024-11-09,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1402,1613,1507,1459
2024-11-09,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5611,6456,6033,5835
2024-11-10,Wheat,Azadpur Mandi,Delhi,HD-2967,2406,2768,2587,2500
2024-11-10,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3201,3682,3441,3333
2024-11-10,Cotton,Adilabad APMC,Telangana,Bt Cotton,6292,7239,6765,7083
2024-11-10,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4545,5230,4887,4687
2024-11-10,Groundnut,Rajkot Market,Gujarat,GG-20,4836,5564,5200,5416
2024-11-10,Maize,Nizamabad APMC,Telangana,DHM-117,1910,2197,2054,1979
2024-11-10,Turmeric,Nizamabad Market,Telangana,Rajapuri,7176,8256,7716,7812
2024-11-10,Chilli,Guntur APMC,Andhra Pradesh,S-334,7811,8986,8399,8541
2024-11-10,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2135,2456,2296,2187
2024-11-10,Tomato,Kolar Market,Karnataka,Hybrid,1822,2096,1959,1875
2024-11-10,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1327,1527,1427,1458
2024-11-10,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5271,6064,5668,5833
2024-11-11,Wheat,Azadpur Mandi,Delhi,HD-2967,2379,2737,2558,2499
2024-11-11,Rice,Guntur Market,Andhra Pradesh,BPT-5204,2975,3423,3199,3332
2024-11-11,Cotton,Adilabad APMC,Telangana,Bt Cotton,6344,7298,6821,7081
2024-11-11,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4457,5128,4792,4686
2024-11-11,Groundnut,Rajkot Market,Gujarat,GG-20,5217,6002,5609,5415
2024-11-11,Maize,Nizamabad APMC,Telangana,DHM-117,1861,2141,2001,1978
2024-11-11,Turmeric,Nizamabad Market,Telangana,Rajapuri,6966,8014,7490,7809
2024-11-11,Chilli,Guntur APMC,Andhra Pradesh,S-334,7875,9061,8468,8538
2024-11-11,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2091,2405,2248,2187
2024-11-11,Tomato,Kolar Market,Karnataka,Hybrid,1739,2001,1870,1874
2024-11-11,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1354,1558,1456,1458
2024-11-11,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5359,6166,5763,5831
2024-11-12,Wheat,Azadpur Mandi,Delhi,HD-2967,2255,2594,2425,2498
2024-11-12,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3042,3500,3271,3331
2024-11-12,Cotton,Adilabad APMC,Telangana,Bt Cotton,6600,7593,7096,7078
2024-11-12,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4156,4781,4468,4684
2024-11-12,Groundnut,Rajkot Market,Gujarat,GG-20,4840,5569,5205,5413
2024-11-12,Maize,Nizamabad APMC,Telangana,DHM-117,1911,2199,2055,1978
2024-11-12,Turmeric,Nizamabad Market,Telangana,Rajapuri,7390,8502,7946,7807
2024-11-12,Chilli,Guntur APMC,Andhra Pradesh,S-334,8304,9555,8930,8536
2024-11-12,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2064,2374,2219,2186
2024-11-12,Tomato,Kolar Market,Karnataka,Hybrid,1664,1914,1789,1874
2024-11-12,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1302,1497,1399,1457
2024-11-12,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5397,6210,5804,5829
2024-11-13,Wheat,Azadpur Mandi,Delhi,HD-2967,2348,2702,2525,2497
2024-11-13,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3119,3588,3353,3330
2024-11-13,Cotton,Adilabad APMC,Telangana,Bt Cotton,6853,7885,7369,7076
2024-11-13,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4456,5127,4792,4683
2024-11-13,Groundnut,Rajkot Market,Gujarat,GG-20,4968,5716,5342,5411
2024-11-13,Maize,Nizamabad APMC,Telangana,DHM-117,1891,2175,2033,1977
2024-11-13,Turmeric,Nizamabad Market,Telangana,Rajapuri,7453,8575,8014,7805
2024-11-13,Chilli,Guntur APMC,Andhra Pradesh,S-334,8193,9427,8810,8533
2024-11-13,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2101,2417,2259,2185
2024-11-13,Tomato,Kolar Market,Karnataka,Hybrid,1657,1907,1782,1873
2024-11-13,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1337,1538,1438,1457
2024-11-13,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5581,6421,6001,5827
2024-11-14,Wheat,Azadpur Mandi,Delhi,HD-2967,2287,2631,2459,2497
2024-11-14,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3182,3661,3421,3329
2024-11-14,Cotton,Adilabad APMC,Telangana,Bt Cotton,6665,7668,7166,7074
2024-11-14,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4559,5245,4902,4681
2024-11-14,Groundnut,Rajkot Market,Gujarat,GG-20,5205,5989,5597,5409
2024-11-14,Maize,Nizamabad APMC,Telangana,DHM-117,1915,2203,2059,1977
2024-11-14,Turmeric,Nizamabad Market,Telangana,Rajapuri,7079,8145,7612,7802
2024-11-14,Chilli,Guntur APMC,Andhra Pradesh,S-334,7911,9102,8507,8530
2024-11-14,Onion,Lasalgaon Market,Maharashtra,Nasik Red,1954,2249,2101,2185
2024-11-14,Tomato,Kolar Market,Karnataka,Hybrid,1758,2022,1890,1872
2024-11-14,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1350,1553,1451,1456
2024-11-14,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5178,5957,5567,5826
2024-11-15,Wheat,Azadpur Mandi,Delhi,HD-2967,2359,2714,2537,2496
2024-11-15,Rice,Guntur Market,Andhra Pradesh,BPT-5204,2950,3394,3172,3328
2024-11-15,Cotton,Adilabad APMC,Telangana,Bt Cotton,6639,7639,7139,7072
2024-11-15,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4233,4870,4552,4680
2024-11-15,Groundnut,Rajkot Market,Gujarat,GG-20,4843,5572,5207,5408
2024-11-15,Maize,Nizamabad APMC,Telangana,DHM-117,1892,2177,2035,1976
2024-11-15,Turmeric,Nizamabad Market,Telangana,Rajapuri,7126,8198,7662,7800
2024-11-15,Chilli,Guntur APMC,Andhra Pradesh,S-334,7948,9145,8547,8528
2024-11-15,Onion,Lasalgaon Market,Maharashtra,Nasik Red,1976,2274,2125,2184
2024-11-15,Tomato,Kolar Market,Karnataka,Hybrid,1657,1906,1781,1872
2024-11-15,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1385,1593,1489,1456
2024-11-15,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5184,5964,5574,5824
2024-11-16,Wheat,Azadpur Mandi,Delhi,HD-2967,2373,2730,2552,2495
2024-11-16,Rice,Guntur Market,Andhra Pradesh,BPT-5204,2983,3432,3207,3327
2024-11-16,Cotton,Adilabad APMC,Telangana,Bt Cotton,6385,7347,6866,7069
2024-11-16,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4365,5022,4693,4678
2024-11-16,Groundnut,Rajkot Market,Gujarat,GG-20,4896,5633,5264,5406
2024-11-16,Maize,Nizamabad APMC,Telangana,DHM-117,1795,2065,1930,1975
2024-11-16,Turmeric,Nizamabad Market,Telangana,Rajapuri,7601,8745,8173,7797
2024-11-16,Chilli,Guntur APMC,Andhra Pradesh,S-334,7693,8851,8272,8525
2024-11-16,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2034,2340,2187,2183
2024-11-16,Tomato,Kolar Market,Karnataka,Hybrid,1684,1937,1810,1871
2024-11-16,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1394,1604,1499,1455
2024-11-16,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5614,6459,6037,5822
2024-11-17,Wheat,Azadpur Mandi,Delhi,HD-2967,2337,2689,2513,2494
2024-11-17,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3170,3647,3408,3326
2024-11-17,Cotton,Adilabad APMC,Telangana,Bt Cotton,6851,7882,7367,7067
2024-11-17,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4354,5009,4682,4677
2024-11-17,Groundnut,Rajkot Market,Gujarat,GG-20,5192,5974,5583,5404
2024-11-17,Maize,Nizamabad APMC,Telangana,DHM-117,1792,2061,1927,1975
2024-11-17,Turmeric,Nizamabad Market,Telangana,Rajapuri,7516,8648,8082,7795
2024-11-17,Chilli,Guntur APMC,Andhra Pradesh,S-334,7579,8720,8149,8522
2024-11-17,Onion,Lasalgaon Market,Maharashtra,Nasik Red,1967,2264,2115,2183
2024-11-17,Tomato,Kolar Market,Karnataka,Hybrid,1700,1956,1828,1871
2024-11-17,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1314,1512,1413,1455
2024-11-17,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5202,5985,5593,5820
2024-11-18,Wheat,Azadpur Mandi,Delhi,HD-2967,2247,2585,2416,2494
2024-11-18,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3172,3650,3411,3325
2024-11-18,Cotton,Adilabad APMC,Telangana,Bt Cotton,6313,7263,6788,7065
2024-11-18,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4493,5169,4831,4675
2024-11-18,Groundnut,Rajkot Market,Gujarat,GG-20,4774,5492,5133,5403
2024-11-18,Maize,Nizamabad APMC,Telangana,DHM-117,1926,2216,2071,1974
2024-11-18,Turmeric,Nizamabad Market,Telangana,Rajapuri,7090,8158,7624,7792
2024-11-18,Chilli,Guntur APMC,Andhra Pradesh,S-334,7580,8722,8151,8519
2024-11-18,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2118,2437,2277,2182
2024-11-18,Tomato,Kolar Market,Karnataka,Hybrid,1742,2004,1873,1870
2024-11-18,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1355,1559,1457,1455
2024-11-18,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5651,6502,6076,5818
2024-11-19,Wheat,Azadpur Mandi,Delhi,HD-2967,2378,2736,2557,2493
2024-11-19,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3071,3534,3303,3324
2024-11-19,Cotton,Adilabad APMC,Telangana,Bt Cotton,6319,7270,6794,7063
2024-11-19,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4236,4873,4554,4674
2024-11-19,Groundnut,Rajkot Market,Gujarat,GG-20,5100,5868,5484,5401
2024-11-19,Maize,Nizamabad APMC,Telangana,DHM-117,1897,2183,2040,1973
2024-11-19,Turmeric,Nizamabad Market,Telangana,Rajapuri,7442,8562,8002,7790
2024-11-19,Chilli,Guntur APMC,Andhra Pradesh,S-334,8252,9494,8873,8517
2024-11-19,Onion,Lasalgaon Market,Maharashtra,Nasik Red,1977,2275,2126,2181
2024-11-19,Tomato,Kolar Market,Karnataka,Hybrid,1715,1973,1844,1870
2024-11-19,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1356,1560,1458,1454
2024-11-19,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5315,6115,5715,5816
2024-11-20,Wheat,Azadpur Mandi,Delhi,HD-2967,2310,2657,2484,2492
2024-11-20,Rice,Guntur Market,Andhra Pradesh,BPT-5204,2975,3423,3199,3323
2024-11-20,Cotton,Adilabad APMC,Telangana,Bt Cotton,6297,7245,6771,7060
2024-11-20,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4401,5063,4732,4672
2024-11-20,Groundnut,Rajkot Market,Gujarat,GG-20,5226,6013,5619,5399
2024-11-20,Maize,Nizamabad APMC,Telangana,DHM-117,1819,2093,1956,1973
2024-11-20,Turmeric,Nizamabad Market,Telangana,Rajapuri,7417,8534,7976,7787
2024-11-20,Chilli,Guntur APMC,Andhra Pradesh,S-334,7704,8864,8284,8514
2024-11-20,Onion,Lasalgaon Market,Maharashtra,Nasik Red,2123,2443,2283,2180
2024-11-20,Tomato,Kolar Market,Karnataka,Hybrid,1656,1905,1781,1869
2024-11-20,Potato,Agra Mandi,Uttar Pradesh,Kufri Jyoti,1341,1543,1442,1454
2024-11-20,Mustard,Jaipur Mandi,Rajasthan,Pusa Bold,5285,6081,5683,5814
2024-11-21,Wheat,Azadpur Mandi,Delhi,HD-2967,2361,2716,2538,2491
2024-11-21,Rice,Guntur Market,Andhra Pradesh,BPT-5204,3061,3521,3291,3322
2024-11-21,Cotton,Adilabad APMC,Telangana,Bt Cotton,6847,7877,7362,7058
2024-11-21,Soybean,Indore Mandi,Madhya Pradesh,JS-335,4336,4989,4662,4671
